point,epsilon 0.3 sq,epsilon 0.05 sq,epsilon 0.3 quad,epsilon 0.05 quad
-0.06,2.08252,3.30862,2.09952,2.75853
-0.05,2.08733,3.31102,2.10455,2.73796
-0.04,2.09126,3.34669,2.10882,2.68257
-0.03,2.0943,3.39372,2.11231,2.62846
-0.02,2.09645,3.42784,2.11504,2.60474
-0.01,2.09769,3.43391,2.117,2.61237
0,2.09805,3.40878,2.11819,2.64114
0.01,2.09751,3.36358,2.11858,2.68678
0.02,2.09609,3.32042,2.11815,2.72566
0.03,2.0938,3.30001,2.11687,2.71169
0.04,2.09065,3.30643,2.11471,2.64199
0.05,2.08665,3.32187,2.1116,2.56396
0.06,2.08182,3.32092,2.10752,2.52558
0.07,2.07618,3.29142,2.10241,2.54604
0.08,2.06974,3.2394,2.09622,2.58116
0.09,2.06253,3.17847,2.08891,2.5548
0.1,2.05456,3.11813,2.08046,2.45291
0.11,2.04586,3.05797,2.07085,2.32042
0.12,2.03644,2.99159,2.06007,2.19484
0.13,2.02632,2.91748,2.04812,2.10445
0.14,2.01553,2.8433,2.03502,2.06243
0.15,2.00408,2.78089,2.02081,2.0418
0.16,1.99198,2.74147,2.00551,2.01809
0.17,1.97925,2.73039,1.98918,1.99827
0.18,1.96591,2.742,1.97187,1.9901
0.19,1.95195,2.76297,1.95362,1.99816
0.2,1.9374,2.78102,1.93448,2.03035
0.21,1.92227,2.7897,1.9145,2.07618
0.22,1.90655,2.78815,1.89372,2.11831
0.23,1.89026,2.77936,1.87218,2.1529
0.24,1.87341,2.7683,1.84991,2.17345
0.25,1.856,2.75972,1.82692,2.17609
0.26,1.83804,2.75477,1.80325,2.16993
0.27,1.81954,2.74933,1.77891,2.16938
0.28,1.80052,2.73824,1.75391,2.18009
0.29,1.78097,2.71988,1.72827,2.20106
0.3,1.76092,2.69468,1.70201,2.21369
0.31,1.74039,2.66097,1.67514,2.19321
0.32,1.71937,2.61401,1.64768,2.12574
0.33,1.6979,2.54737,1.61965,2.013
0.34,1.676,2.45527,1.59107,1.87226
0.35,1.65367,2.33634,1.56197,1.7308
0.36,1.63095,2.19872,1.53238,1.60823
0.37,1.60784,2.0612,1.50232,1.5026
0.38,1.58438,1.94564,1.47183,1.39022
0.39,1.56058,1.86526,1.44093,1.25956
0.4,1.53646,1.81897,1.40968,1.14919
0.41,1.51204,1.79587,1.3781,1.11779
0.42,1.48734,1.78722,1.34624,1.18391
0.43,1.46237,1.79403,1.31414,1.30131
0.44,1.43716,1.82044,1.28185,1.3934
0.45,1.41172,1.86038,1.24942,1.42835
0.46,1.38607,1.89377,1.21688,1.43688
0.47,1.36022,1.89871,1.18431,1.44747
0.48,1.3342,1.86776,1.15173,1.45832
0.49,1.30803,1.80913,1.11922,1.45833
0.5,1.28173,1.7354,1.08681,1.43647
0.51,1.25532,1.65876,1.05457,1.39803
0.52,1.22884,1.59165,1.02255,1.35619
0.53,1.20231,1.54095,0.9908,1.30235
0.54,1.17576,1.50035,0.959368,1.21704
0.55,1.14923,1.45236,0.928303,1.11072
0.56,1.12275,1.3794,0.897645,1.01388
0.57,1.09637,1.27411,0.86743,0.932288
0.58,1.07011,1.1426,0.837686,0.843163
0.59,1.04403,1.00068,0.808431,0.725977
0.6,1.01816,0.864835,0.779675,0.582445
0.61,0.992535,0.745112,0.751421,0.429075
0.62,0.967206,0.644525,0.723661,0.292695
0.63,0.942206,0.561877,0.696383,0.192102
0.64,0.917571,0.494387,0.669571,0.126118
0.65,0.893336,0.439115,0.643206,0.084663
0.66,0.869532,0.393506,0.617268,0.0585753
0.67,0.846186,0.355506,0.591742,0.041796
0.68,0.823324,0.323517,0.566617,0.0306895
0.69,0.800968,0.296315,0.541886,0.023118
0.7,0.779135,0.272958,0.517552,0.0178105
0.71,0.757841,0.252721,0.493623,0.0139944
0.72,0.737095,0.235042,0.470115,0.0111875
0.73,0.716907,0.21948,0.447053,0.00908032
0.74,0.69728,0.205687,0.424467,0.00746953
0.75,0.678217,0.193383,0.402391,0.00621805
0.76,0.659717,0.182346,0.380866,0.00523146
0.77,0.641777,0.172392,0.359935,0.00444347
0.78,0.624392,0.163373,0.339639,0.00380661
0.79,0.607553,0.155164,0.320022,0.00328635
0.8,0.591253,0.147662,0.301124,0.0028572
0.81,0.575482,0.140781,0.28298,0.00250003
0.82,0.560227,0.134449,0.265621,0.00220034
0.83,0.545478,0.128602,0.24907,0.001947
0.84,0.531219,0.123188,0.233343,0.00173136
0.85,0.517439,0.118161,0.218448,0.00154663
0.86,0.504124,0.113481,0.204384,0.00138745
0.87,0.491258,0.109115,0.191142,0.00124954
0.88,0.478828,0.105032,0.178708,0.00112943
0.89,0.466819,0.101207,0.16706,0.00102434
0.9,0.455218,0.0976148,0.156171,0.000931981
0.91,0.444009,0.0942363,0.146009,0.000850465
0.92,0.433178,0.0910533,0.136541,0.00077824
0.93,0.422713,0.0880495,0.12773,0.000714013
0.94,0.4126,0.0852105,0.119539,0.000656701
0.95,0.402825,0.0825234,0.111931,0.000605391
0.96,0.393376,0.0799766,0.104868,0.000559313
0.97,0.38424,0.0775597,0.0983123,0.000517814
0.98,0.375406,0.0752633,0.0922297,0.000480334
0.99,0.366861,0.0730787,0.086586,0.000446397
1,0.358595,0.0709983,0.0813487,0.000415591
1.01,0.350597,0.069015,0.0764876,0.00038756
1.02,0.342856,0.0671224,0.0719741,0.000361998
1.03,0.335363,0.0653145,0.0677814,0.000338637
1.04,0.328108,0.063586,0.0638849,0.000317243
1.05,0.321081,0.0619319,0.0602614,0.000297614
1.06,0.314274,0.0603478,0.0568897,0.000279569
1.07,0.307678,0.0588293,0.0537503,0.000262952
1.08,0.301285,0.0573728,0.0508249,0.000247623
1.09,0.295087,0.0559745,0.0480971,0.000233459
1.1,0.289077,0.0546313,0.0455515,0.000220351
1.11,0.283248,0.05334,0.0431741,0.000208203
1.12,0.277592,0.0520978,0.040952,0.000196926
1.13,0.272104,0.0509022,0.0388735,0.000186446
1.14,0.266776,0.0497506,0.0369276,0.000176691
1.15,0.261604,0.0486407,0.0351044,0.000167601
1.16,0.25658,0.0475705,0.0333949,0.000159119
1.17,0.2517,0.0465379,0.0317907,0.000151195
1.18,0.246958,0.0455411,0.030284,0.000143785
1.19,0.24235,0.0445784,0.0288679,0.000136846
1.2,0.23787,0.0436481,0.0275359,0.000130342
1.21,0.233514,0.0427487,0.0262819,0.00012424
1.22,0.229277,0.0418787,0.0251006,0.000118509
1.23,0.225155,0.0410369,0.0239869,0.000113121
1.24,0.221144,0.0402219,0.0229362,0.00010805
1.25,0.21724,0.0394325,0.0219441,0.000103274
1.26,0.21344,0.0386677,0.0210068,9.87722e-05
1.27,0.209739,0.0379263,0.0201205,9.45244e-05
1.28,0.206135,0.0372074,0.0192821,9.05131e-05
1.29,0.202624,0.03651,0.0184882,8.67222e-05
1.3,0.199202,0.0358332,0.0177361,8.31368e-05
1.31,0.195868,0.0351761,0.0170231,7.97431e-05
1.32,0.192618,0.034538,0.0163468,7.65286e-05
1.33,0.189448,0.0339182,0.0157049,7.34816e-05
1.34,0.186358,0.0333158,0.0150951,7.05914e-05
1.35,0.183343,0.0327302,0.0145157,6.7848e-05
1.36,0.180401,0.0321608,0.0139647,6.52423e-05
